id,sentiment,airline_id,aircraft_type,customer_id,class_id
SENT_414,Satisfied,ZW,Canadair CRJ-100 Series,5712,F_CLASS
SENT_415,Dissatisfied,EM,McDonnell Douglas MD-11,2935,ECO_P
SENT_416,Neutral,ZW,Dornier Do-328,4559,BUS
SENT_417,Satisfied,QX,Dornier Do-328,5601,F_CLASS
SENT_418,Satisfied,C5,Airbus A321,9624,ECO_P
SENT_419,Satisfied,UA,Embraer E175,1995,ECO_P
SENT_420,Neutral,MQ,Embraer ERJ-170,2836,ECO_P
SENT_421,Neutral,UA,Boeing 787 Dreamliner,9455,F_CLASS
SENT_422,Satisfied,G4,Airbus A319,13486,ECO_P
SENT_423,Dissatisfied,AA,Boeing 737,12162,F_CLASS
SENT_424,Satisfied,OO,Embraer EMB-120 Brasilia,11257,BUS
SENT_425,Satisfied,PT,Boeing 737,3183,ECO_P
SENT_426,Neutral,OH,Boeing 757,5487,ECO
SENT_427,Dissatisfied,AS,Boeing 737,13166,ECO
SENT_428,Dissatisfied,MQ,Embraer ERJ-170,3956,F_CLASS
SENT_429,Neutral,OO,Canadair CRJ-900,12520,ECO
SENT_430,Neutral,C5,Boeing 737,9172,ECO
SENT_431,Neutral,F9,De Havilland Canada DHC-8 Dash 8,9798,BUS
SENT_432,Neutral,C5,Boeing 737,14765,ECO_P
SENT_433,Dissatisfied,KS,Fokker F70 / F100,5077,F_CLASS
SENT_434,Neutral,UA,McDonnell Douglas DC-8,3014,BUS
SENT_435,Neutral,CP,Canadair CRJ-100 Series,14437,BUS
SENT_436,Neutral,YV,Canadair CRJ-700,5600,ECO
SENT_437,Dissatisfied,YV,Embraer EMB-120 Brasilia,6971,BUS
SENT_438,Dissatisfied,OO,Canadair CRJ-100 Series,10219,F_CLASS
SENT_439,Neutral,CP,Embraer ERJ-170,11432,BUS
SENT_440,Neutral,EM,McDonnell Douglas DC-10,8818,ECO
SENT_441,Satisfied,G7,Mitsubishi MRJ90,10974,F_CLASS
SENT_442,Dissatisfied,YV,Embraer EMB-120 Brasilia,12840,ECO_P
SENT_443,Dissatisfied,MQ,Embraer ERJ-170,14282,ECO
SENT_444,Satisfied,C5,Airbus A321,8589,F_CLASS
SENT_445,Satisfied,AA,Boeing 767,6471,BUS
SENT_446,Satisfied,9E,Canadair CRJ-900,690,BUS
SENT_447,Satisfied,YV,Canadair CRJ-700,12661,ECO
SENT_448,Satisfied,EM,McDonnell Douglas MD-11,12023,F_CLASS
SENT_449,Dissatisfied,EV,ATR 42/72,12361,F_CLASS
SENT_450,Satisfied,F9,Boeing 737,2838,ECO
SENT_451,Satisfied,EV,ATR 42/72,4022,BUS
SENT_452,Satisfied,WN,Boeing 737,855,F_CLASS
SENT_453,Satisfied,YX,Embraer ERJ-170,14275,ECO
SENT_454,Satisfied,OH,Airbus A300,5354,ECO_P
SENT_455,Satisfied,UA,Boeing 737,5188,ECO_P
SENT_456,Satisfied,C5,Airbus A321,14463,ECO
SENT_457,Satisfied,G7,Embraer ERJ-145,3952,BUS
SENT_458,Satisfied,G7,ATR 42/72,1575,ECO
SENT_459,Satisfied,OO,Embraer ERJ-170,9815,ECO
SENT_460,Satisfied,F9,Airbus A320,3553,BUS
SENT_461,Satisfied,OH,Airbus A300,7444,BUS
SENT_462,Satisfied,KS,Fokker F70 / F100,12186,F_CLASS
SENT_463,Satisfied,G4,Airbus A320,827,F_CLASS
SENT_464,Satisfied,UA,Boeing 777,13984,ECO_P
SENT_465,Satisfied,EM,McDonnell Douglas DC-10,14881,ECO_P
SENT_466,Satisfied,QX,Embraer E175,8751,F_CLASS
SENT_467,Satisfied,AA,McDonnell Douglas DC-8,778,BUS
SENT_468,Satisfied,EV,ATR 42/72,3128,F_CLASS
SENT_469,Satisfied,NK,Airbus A319,3345,F_CLASS
SENT_470,Satisfied,PT,Boeing 737,935,BUS
SENT_471,Satisfied,C5,Airbus A321,5957,ECO
SENT_472,Dissatisfied,HA,Boeing 717,11423,BUS
SENT_473,Satisfied,AA,Airbus A330,2205,ECO_P
SENT_474,Satisfied,VX,Airbus A321,12778,ECO_P
SENT_475,Satisfied,NK,Airbus A320,11377,BUS
SENT_476,Satisfied,VX,Airbus A319,6807,F_CLASS
SENT_477,Satisfied,EM,McDonnell Douglas MD-11,2184,ECO_P
SENT_478,Satisfied,HA,Airbus A330,3506,ECO
SENT_479,Neutral,C5,Boeing 737,2193,F_CLASS
SENT_480,Satisfied,YV,Embraer ERJ-145,12551,BUS
SENT_481,Satisfied,AA,Boeing 777,1314,F_CLASS
SENT_482,Satisfied,UA,Boeing 747,5102,BUS
SENT_483,Satisfied,OH,Airbus A300,13352,ECO
SENT_484,Satisfied,YX,Embraer ERJ-170,14963,ECO
SENT_485,Satisfied,9K,ATR 42/72,2926,F_CLASS
SENT_486,Satisfied,F9,Airbus A318,7139,F_CLASS
SENT_487,Satisfied,9E,Canadair CRJ-100 Series,9358,F_CLASS
SENT_488,Satisfied,9E,Canadair CRJ-100 Series,5611,F_CLASS
SENT_489,Dissatisfied,AX,Boeing 767,521,ECO_P
SENT_490,Satisfied,EM,McDonnell Douglas DC-10,7413,ECO
SENT_491,Satisfied,9K,Airbus A330,8984,ECO_P
SENT_492,Satisfied,HA,ATR 42/72,9984,F_CLASS
SENT_493,Satisfied,NK,McDonnell Douglas MD-80,6822,ECO
SENT_494,Dissatisfied,MQ,Embraer ERJ-170,12417,BUS
SENT_495,Satisfied,AS,McDonnell Douglas MD-80,9173,ECO_P
SENT_496,Satisfied,OH,Airbus A300,409,F_CLASS
SENT_497,Satisfied,DL,Boeing 737,1467,BUS
SENT_498,Satisfied,C5,Boeing 737,12463,F_CLASS
SENT_499,Satisfied,EV,ATR 42/72,7996,ECO
SENT_500,Satisfied,F9,Airbus A321,1399,F_CLASS
SENT_501,Satisfied,YX,Embraer ERJ-190,1124,ECO
SENT_502,Satisfied,WN,Boeing 737,6354,ECO_P
SENT_503,Satisfied,PT,Boeing 737,2353,F_CLASS
SENT_504,Satisfied,AS,Boeing 737,11057,ECO_P
SENT_505,Satisfied,ZW,British Aerospace BAe 146/Avro RJ,3150,ECO_P
SENT_506,Satisfied,KS,Fokker F70 / F100,1192,ECO
SENT_507,Satisfied,G4,Airbus A320,13189,ECO_P
SENT_508,Satisfied,YV,Embraer EMB-120 Brasilia,12644,ECO
SENT_509,Satisfied,VX,Airbus A319,11306,F_CLASS
SENT_510,Satisfied,EM,McDonnell Douglas MD-11,5898,F_CLASS
SENT_511,Satisfied,AS,Embraer ERJ-170,3845,F_CLASS
SENT_512,Dissatisfied,HA,McDonnell Douglas DC-10,3877,BUS
SENT_513,Satisfied,G7,Canadair CRJ-700,6506,ECO_P
SENT_514,Satisfied,9K,Airbus A320,14792,ECO
SENT_515,Satisfied,9E,Canadair CRJ-100 Series,1858,F_CLASS
SENT_516,Satisfied,KS,Boeing 737,9411,BUS
SENT_517,Satisfied,UA,Boeing 767,3293,F_CLASS
SENT_518,Neutral,YX,Embraer ERJ-170,14740,BUS
SENT_519,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,1175,BUS
SENT_520,Satisfied,PT,Boeing 737,10091,BUS
SENT_521,Dissatisfied,KS,Boeing 737,13383,ECO
SENT_522,Satisfied,HA,McDonnell Douglas DC-10,12545,F_CLASS
SENT_523,Satisfied,KS,Fokker F70 / F100,9821,ECO_P
SENT_524,Satisfied,QX,Embraer E175,4643,F_CLASS
SENT_525,Satisfied,AX,Boeing 767,9467,ECO_P
SENT_526,Satisfied,HA,McDonnell Douglas DC-8,9587,BUS
SENT_527,Dissatisfied,YX,Embraer ERJ-170,10992,BUS
SENT_528,Satisfied,HA,McDonnell Douglas DC-8,8584,F_CLASS
SENT_529,Satisfied,CP,Canadair CRJ-100 Series,1582,ECO_P
SENT_530,Satisfied,B6,Airbus A321,10718,ECO
SENT_531,Satisfied,AS,Boeing 737,1920,BUS
SENT_532,Satisfied,AX,Boeing 767,5337,F_CLASS
SENT_533,Neutral,CP,Canadair CRJ-100 Series,6986,ECO
SENT_534,Dissatisfied,F9,Airbus A319,14711,ECO
SENT_535,Satisfied,QX,Canadair CRJ-700,7842,ECO
SENT_536,Satisfied,9E,Canadair CRJ-100 Series,12706,ECO_P
SENT_537,Satisfied,B6,Airbus A320,7711,F_CLASS
SENT_538,Satisfied,PT,Boeing 737,10935,ECO
SENT_539,Satisfied,KS,Airbus A310,3142,BUS
SENT_540,Satisfied,UA,Boeing 727,4809,F_CLASS
SENT_541,Satisfied,C5,Airbus A321,10885,ECO_P
SENT_542,Dissatisfied,YV,Canadair CRJ-700,3065,F_CLASS
SENT_543,Satisfied,VX,Airbus A319,14963,ECO
SENT_544,Satisfied,B6,Airbus A321,8107,ECO_P
SENT_545,Satisfied,CP,Canadair CRJ-100 Series,3239,ECO_P
SENT_546,Neutral,MQ,Embraer ERJ-170,7288,BUS
SENT_547,Satisfied,CP,Canadair CRJ-100 Series,2528,ECO
SENT_548,Neutral,G4,Airbus A319,8641,ECO_P
SENT_549,Satisfied,EV,ATR 42/72,9989,ECO
SENT_550,Satisfied,EV,ATR 42/72,10314,F_CLASS
SENT_551,Satisfied,YV,Canadair CRJ-700,13189,ECO
SENT_552,Satisfied,9K,Embraer ERJ-170,2079,ECO_P
SENT_553,Satisfied,B6,Airbus A320,2399,BUS
SENT_554,Satisfied,DL,McDonnell Douglas DC-8,14200,BUS
SENT_555,Satisfied,KS,Fokker F70 / F100,4870,BUS
SENT_556,Satisfied,EM,McDonnell Douglas MD-11,6219,ECO
SENT_557,Satisfied,OO,Embraer ERJ-170,1198,F_CLASS
SENT_558,Satisfied,KS,Airbus A310,10954,ECO_P
SENT_559,Satisfied,AS,Boeing 737,10714,F_CLASS
SENT_560,Satisfied,ZW,Canadair CRJ-100 Series,10090,BUS
SENT_561,Satisfied,9K,Airbus A330,10137,F_CLASS
SENT_562,Satisfied,YX,De Havilland Canada DHC-8 Dash 8,12634,F_CLASS
SENT_563,Neutral,9E,Canadair CRJ-900,12217,F_CLASS
SENT_564,Satisfied,WN,Boeing 737,10948,F_CLASS
SENT_565,Satisfied,AS,Canadair CRJ-700,8559,ECO
SENT_566,Satisfied,OH,Airbus A300,10062,ECO
SENT_567,Satisfied,G4,Airbus A320,9188,F_CLASS
SENT_568,Satisfied,UA,Boeing 737,2380,ECO
SENT_569,Satisfied,AX,Boeing 767,10626,BUS
SENT_570,Neutral,PT,Boeing 737,14446,ECO
SENT_571,Satisfied,YX,De Havilland Canada DHC-8 Dash 8,1646,BUS
SENT_572,Dissatisfied,NK,Airbus A319,7686,ECO_P
SENT_573,Satisfied,NK,McDonnell Douglas DC-9,10799,BUS
SENT_574,Satisfied,PT,Boeing 737,8848,BUS
SENT_575,Satisfied,G7,ATR 42/72,8608,ECO
SENT_576,Dissatisfied,NK,Airbus A321,13616,ECO
SENT_577,Satisfied,F9,De Havilland Canada DHC-8 Dash 8,3442,ECO_P
SENT_578,Satisfied,CP,Canadair CRJ-100 Series,14646,F_CLASS
SENT_579,Satisfied,9K,Embraer ERJ-170,9513,ECO
SENT_580,Satisfied,YX,Embraer ERJ-170,6475,F_CLASS
SENT_581,Satisfied,C5,Airbus A321,14596,ECO_P
SENT_582,Neutral,HA,Boeing 717,870,ECO
SENT_583,Satisfied,ZW,British Aerospace BAe ATP,7930,ECO
SENT_584,Dissatisfied,G4,Airbus A320,3384,ECO
SENT_585,Satisfied,HA,Boeing 767,7445,ECO_P
SENT_586,Satisfied,OO,Canadair CRJ-900,11635,BUS
SENT_587,Satisfied,UA,Boeing 767,3646,ECO
SENT_588,Satisfied,NK,McDonnell Douglas DC-9,7414,BUS
SENT_589,Satisfied,MQ,Embraer ERJ-170,902,ECO_P
SENT_590,Satisfied,NK,Airbus A321,11106,F_CLASS
SENT_591,Satisfied,OH,Airbus A300,10242,F_CLASS
SENT_592,Dissatisfied,NK,McDonnell Douglas DC-9,14470,F_CLASS
SENT_593,Satisfied,9K,Airbus A320,6225,F_CLASS
SENT_594,Satisfied,OO,Canadair CRJ-100 Series,4874,F_CLASS
SENT_595,Satisfied,PT,Boeing 737,9291,ECO_P
SENT_596,Satisfied,G7,British Aerospace Jetstream 41,3561,BUS
SENT_597,Satisfied,WN,Boeing 737,13054,ECO
SENT_598,Satisfied,QX,Canadair CRJ-700,7941,BUS
SENT_599,Satisfied,HA,McDonnell Douglas MD-80,3239,ECO_P
SENT_600,Satisfied,G4,Airbus A320,4171,F_CLASS
SENT_601,Satisfied,EV,ATR 42/72,1140,F_CLASS
SENT_602,Satisfied,G7,Canadair CRJ-700,7284,BUS
SENT_603,Neutral,KS,Airbus A320,9189,ECO_P
SENT_604,Satisfied,B6,Airbus A320,11131,BUS
SENT_605,Satisfied,KS,Boeing 737,5211,ECO_P
SENT_606,Dissatisfied,VX,Airbus A319,2826,ECO
SENT_607,Satisfied,AA,Embraer ERJ-190,3878,BUS
SENT_608,Satisfied,WN,Boeing 737,720,F_CLASS
SENT_609,Satisfied,QX,Embraer E175,5940,F_CLASS
SENT_610,Satisfied,9E,Canadair CRJ-100 Series,13402,BUS
SENT_611,Satisfied,9E,Canadair CRJ-900,14803,ECO
SENT_612,Satisfied,CP,Canadair CRJ-100 Series,14274,ECO_P
SENT_613,Satisfied,DL,Boeing 747,9768,BUS
SENT_614,Neutral,G4,Boeing 757,10053,ECO_P
SENT_615,Satisfied,DL,Embraer ERJ-190,4296,ECO
SENT_616,Dissatisfied,VX,Airbus A321,8029,ECO
SENT_617,Neutral,9K,Airbus A350 XWB,4017,BUS
SENT_618,Satisfied,WN,Boeing 737,14844,ECO
SENT_619,Satisfied,B6,Airbus A321,5081,ECO_P
SENT_620,Satisfied,OH,Airbus A300,10800,BUS
SENT_621,Satisfied,CP,Canadair CRJ-100 Series,2382,ECO
SENT_622,Satisfied,DL,Boeing 737,5476,BUS
SENT_623,Dissatisfied,G7,Embraer EMB-120 Brasilia,10278,BUS
SENT_624,Satisfied,AA,McDonnell Douglas MD-80,2383,ECO
SENT_625,Satisfied,HA,Boeing 767,3728,ECO_P
SENT_626,Satisfied,PT,Boeing 737,302,F_CLASS
SENT_627,Satisfied,F9,Boeing 737,12486,BUS
SENT_628,Satisfied,OH,Airbus A300,2342,BUS
SENT_629,Neutral,KS,Airbus A310,6322,F_CLASS
SENT_630,Satisfied,G4,McDonnell Douglas MD-80,13816,ECO_P
SENT_631,Satisfied,AA,Airbus A320,9415,ECO_P
SENT_632,Satisfied,AX,Boeing 767,13702,F_CLASS
SENT_633,Satisfied,EV,ATR 42/72,4020,BUS
SENT_634,Satisfied,VX,Airbus A319,8224,F_CLASS
SENT_635,Satisfied,G4,Airbus A320,14075,ECO
SENT_636,Satisfied,CP,Canadair CRJ-100 Series,5491,BUS
SENT_637,Satisfied,MQ,Embraer ERJ-170,10219,ECO
SENT_638,Satisfied,HA,Airbus A321,14625,F_CLASS
SENT_639,Satisfied,KS,Boeing 737,2276,F_CLASS
SENT_640,Satisfied,OO,Canadair CRJ-900,7371,ECO
SENT_641,Dissatisfied,VX,Airbus A320,11997,F_CLASS
SENT_642,Satisfied,OH,Boeing 757,10657,BUS
SENT_643,Satisfied,B6,Airbus A320,6592,ECO_P
SENT_644,Satisfied,OH,Boeing 757,5745,ECO
SENT_645,Satisfied,AS,Embraer ERJ-170,13487,BUS
SENT_646,Satisfied,ZW,British Aerospace BAe ATP,5,ECO_P
SENT_647,Satisfied,CP,Canadair CRJ-100 Series,13323,BUS
SENT_648,Dissatisfied,KS,Airbus A310,1932,F_CLASS
SENT_649,Neutral,NK,Airbus A321,6405,F_CLASS
SENT_650,Satisfied,9E,Canadair CRJ-900,2710,ECO
SENT_651,Satisfied,OO,Canadair CRJ-900,2285,BUS
SENT_652,Neutral,PT,Boeing 737,14312,ECO
SENT_653,Satisfied,DL,Airbus A319,5246,BUS
SENT_654,Satisfied,NK,McDonnell Douglas MD-80,9579,F_CLASS
SENT_655,Satisfied,9K,Airbus A330,5705,ECO
SENT_656,Dissatisfied,UA,Boeing 747,5671,ECO_P
SENT_657,Dissatisfied,AA,McDonnell Douglas DC-8,1399,ECO
SENT_658,Satisfied,G7,Mitsubishi MRJ90,10258,BUS
SENT_659,Satisfied,NK,McDonnell Douglas DC-9,9969,ECO_P
SENT_660,Satisfied,VX,Airbus A320,760,ECO_P
SENT_661,Satisfied,WN,Boeing 737,2061,ECO
SENT_662,Satisfied,F9,Boeing 737,6493,BUS
SENT_663,Satisfied,UA,Embraer E175,10260,ECO
SENT_664,Satisfied,YV,Embraer ERJ-145,1548,ECO
SENT_665,Satisfied,OH,Airbus A300,10396,F_CLASS
SENT_666,Neutral,VX,Airbus A321,11039,ECO
SENT_667,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,10358,ECO_P
SENT_668,Satisfied,C5,Boeing 737,10282,ECO_P
SENT_669,Satisfied,9K,Embraer ERJ-190,7315,BUS
SENT_670,Dissatisfied,AS,McDonnell Douglas MD-80,5317,ECO_P
SENT_671,Neutral,VX,Airbus A321,7872,BUS
SENT_672,Satisfied,F9,Airbus A318,12676,ECO
SENT_673,Satisfied,EV,ATR 42/72,11086,F_CLASS
SENT_674,Satisfied,WN,Boeing 737,2724,BUS
SENT_675,Satisfied,WN,Boeing 737,5024,BUS
SENT_676,Satisfied,AA,Boeing 777,1629,F_CLASS
SENT_677,Neutral,9E,Canadair CRJ-100 Series,3673,F_CLASS
SENT_678,Satisfied,EV,ATR 42/72,7853,ECO
SENT_679,Satisfied,OH,Airbus A300,1371,ECO_P
SENT_680,Satisfied,NK,Airbus A320,14505,ECO_P
SENT_681,Neutral,AS,McDonnell Douglas MD-80,12762,ECO
SENT_682,Neutral,F9,Airbus A318,9603,BUS
SENT_683,Satisfied,EV,ATR 42/72,11882,BUS
SENT_684,Dissatisfied,G4,McDonnell Douglas MD-80,13880,ECO
SENT_685,Neutral,9E,Canadair CRJ-100 Series,6875,BUS
SENT_686,Neutral,CP,Embraer ERJ-170,7633,F_CLASS
SENT_687,Satisfied,OH,Airbus A300,14997,BUS
SENT_688,Satisfied,B6,Airbus A320,14740,ECO
SENT_689,Satisfied,EM,Antonov An-124,2652,BUS
SENT_690,Satisfied,9E,Canadair CRJ-900,1654,ECO_P
SENT_691,Dissatisfied,F9,De Havilland Canada DHC-8 Dash 8,10329,ECO_P
SENT_692,Dissatisfied,G7,Canadair CRJ-900,6165,F_CLASS
SENT_693,Satisfied,B6,Airbus A321,2643,ECO
SENT_694,Satisfied,G4,Airbus A319,3646,F_CLASS
SENT_695,Dissatisfied,G7,Embraer EMB-120 Brasilia,7701,ECO
SENT_696,Neutral,G4,Boeing 757,12917,ECO_P
SENT_697,Satisfied,B6,Airbus A321,14074,F_CLASS
SENT_698,Neutral,AA,McDonnell Douglas MD-11,14327,ECO_P
SENT_699,Satisfied,PT,Boeing 737,12238,ECO_P
SENT_700,Satisfied,G7,Canadair CRJ-700,3557,ECO_P
SENT_701,Dissatisfied,VX,Airbus A321,9376,ECO
SENT_702,Satisfied,EV,ATR 42/72,14978,BUS
SENT_703,Dissatisfied,EM,McDonnell Douglas MD-11,4657,F_CLASS
SENT_704,Satisfied,VX,Airbus A321,12112,BUS
SENT_705,Neutral,YX,Embraer ERJ-190,2833,BUS
SENT_706,Satisfied,KS,Airbus A310,13760,ECO_P
SENT_707,Satisfied,YV,Embraer EMB-120 Brasilia,11670,ECO
SENT_708,Dissatisfied,AX,Boeing 767,12275,F_CLASS
SENT_709,Satisfied,G4,Boeing 757,9587,BUS
SENT_710,Satisfied,AX,Boeing 767,2290,ECO
SENT_711,Satisfied,9K,Embraer ERJ-170,3297,ECO_P
SENT_712,Satisfied,AS,Boeing 737,14257,ECO
SENT_713,Neutral,CP,Embraer ERJ-170,4205,BUS
SENT_714,Neutral,AA,Boeing 747,12932,BUS
SENT_715,Satisfied,9K,Airbus A350 XWB,8819,BUS
SENT_716,Dissatisfied,ZW,British Aerospace BAe 146/Avro RJ,8586,ECO
SENT_717,Satisfied,OO,Canadair CRJ-700,10266,F_CLASS
SENT_718,Dissatisfied,9E,Canadair CRJ-900,7187,F_CLASS
SENT_719,Neutral,CP,Canadair CRJ-100 Series,11738,BUS
SENT_720,Satisfied,B6,Embraer ERJ-190,4663,BUS
SENT_721,Neutral,YX,Embraer ERJ-190,2593,ECO
SENT_722,Satisfied,C5,Boeing 737,6686,BUS
SENT_723,Neutral,G7,Mitsubishi MRJ90,10799,ECO_P
SENT_724,Dissatisfied,C5,Airbus A321,2443,ECO
SENT_725,Neutral,OO,Embraer E175-E2,9126,BUS
SENT_726,Neutral,PT,Boeing 737,4632,BUS
SENT_727,Satisfied,PT,Boeing 737,8551,ECO
SENT_728,Neutral,AS,Boeing 737,1666,BUS
SENT_729,Satisfied,AA,Boeing 717,7987,BUS
SENT_730,Satisfied,ZW,British Aerospace BAe 146/Avro RJ,14609,F_CLASS
SENT_731,Neutral,HA,ATR 42/72,2728,BUS
SENT_732,Neutral,C5,Boeing 737,1467,BUS
SENT_733,Satisfied,YX,Embraer ERJ-190,844,F_CLASS
SENT_734,Satisfied,KS,Airbus A310,7415,ECO_P
SENT_735,Satisfied,AS,McDonnell Douglas MD-80,13626,F_CLASS
SENT_736,Dissatisfied,EV,ATR 42/72,9741,F_CLASS
SENT_737,Satisfied,C5,Boeing 737,6695,F_CLASS
SENT_738,Satisfied,G7,Embraer EMB-120 Brasilia,7427,F_CLASS
SENT_739,Dissatisfied,WN,Boeing 737,1846,BUS
SENT_740,Satisfied,CP,Embraer ERJ-170,12946,BUS
SENT_741,Dissatisfied,9K,Airbus A320,11784,ECO_P
SENT_742,Dissatisfied,YX,Embraer ERJ-170,1686,ECO_P
SENT_743,Satisfied,OH,Airbus A300,9384,BUS
SENT_744,Satisfied,EV,ATR 42/72,5633,ECO_P
SENT_745,Dissatisfied,AX,Boeing 767,9684,ECO
SENT_746,Neutral,9K,Airbus A350 XWB,10706,ECO
SENT_747,Satisfied,G4,Airbus A320,2955,ECO_P
SENT_748,Satisfied,CP,Canadair CRJ-100 Series,4304,BUS
SENT_749,Satisfied,G4,Airbus A319,10489,BUS
SENT_750,Satisfied,AX,Boeing 767,7657,ECO
SENT_751,Satisfied,KS,Airbus A310,12733,ECO
SENT_752,Satisfied,PT,Boeing 737,9040,F_CLASS
SENT_753,Satisfied,B6,Airbus A321,4509,ECO
SENT_754,Satisfied,PT,Boeing 737,6684,ECO
SENT_755,Satisfied,YV,Embraer ERJ-170,4526,ECO
SENT_756,Satisfied,9E,Canadair CRJ-900,8881,ECO
SENT_757,Neutral,HA,Airbus A321,14700,BUS
SENT_758,Neutral,CP,Canadair CRJ-100 Series,13914,F_CLASS
SENT_759,Satisfied,C5,Airbus A321,1863,F_CLASS
SENT_760,Neutral,MQ,Embraer ERJ-170,7942,F_CLASS
SENT_761,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,8798,ECO
SENT_762,Satisfied,PT,Boeing 737,13978,BUS
SENT_763,Satisfied,AS,Canadair CRJ-700,6941,F_CLASS
SENT_764,Satisfied,AA,Airbus A350 XWB,12311,ECO_P
SENT_765,Satisfied,AS,Embraer ERJ-170,6951,ECO_P
SENT_766,Satisfied,QX,Canadair CRJ-700,9446,F_CLASS
SENT_767,Dissatisfied,KS,Boeing 737,13636,ECO
SENT_768,Neutral,PT,Boeing 737,14261,ECO_P
SENT_769,Satisfied,KS,Airbus A319,5682,ECO_P
SENT_770,Dissatisfied,PT,Boeing 737,4388,F_CLASS
SENT_771,Satisfied,AS,Canadair CRJ-700,12409,F_CLASS
SENT_772,Dissatisfied,OO,Embraer EMB-120 Brasilia,8181,ECO_P
SENT_773,Neutral,AS,Embraer ERJ-170,10158,F_CLASS
SENT_774,Satisfied,AA,McDonnell Douglas MD-80,5439,ECO
SENT_775,Neutral,EV,ATR 42/72,2483,ECO_P
SENT_776,Satisfied,9E,Canadair CRJ-100 Series,4773,BUS
SENT_777,Satisfied,VX,Airbus A320,5973,BUS
SENT_778,Dissatisfied,AS,Canadair CRJ-700,11197,ECO_P
SENT_779,Satisfied,EM,McDonnell Douglas DC-10,11909,ECO_P
SENT_780,Satisfied,EV,ATR 42/72,4571,ECO
SENT_781,Satisfied,EV,ATR 42/72,13139,F_CLASS
SENT_782,Satisfied,C5,Boeing 737,2118,BUS
SENT_783,Satisfied,UA,Boeing 777,9438,ECO_P
SENT_784,Dissatisfied,OH,Boeing 757,5994,F_CLASS
SENT_785,Neutral,ZW,British Aerospace BAe ATP,3055,ECO_P
SENT_786,Neutral,F9,Airbus A318,604,F_CLASS
SENT_787,Satisfied,CP,Embraer ERJ-170,3426,F_CLASS
SENT_788,Dissatisfied,ZW,Dornier Do-328,883,F_CLASS
SENT_789,Satisfied,VX,Airbus A321,10707,ECO
SENT_790,Satisfied,OH,Boeing 757,813,ECO_P
SENT_791,Neutral,G7,Canadair CRJ-700,2712,F_CLASS
SENT_792,Satisfied,AA,Airbus A321,13233,BUS
SENT_793,Satisfied,WN,Boeing 737,12183,ECO_P
SENT_794,Satisfied,OO,Canadair CRJ-700,13764,BUS
SENT_795,Dissatisfied,MQ,Embraer ERJ-170,9368,F_CLASS
SENT_796,Neutral,PT,Boeing 737,13107,ECO_P
SENT_797,Dissatisfied,YX,De Havilland Canada DHC-8 Dash 8,4798,ECO
SENT_798,Dissatisfied,AA,Fokker F70 / F100,14282,F_CLASS
SENT_799,Satisfied,G7,ATR 42/72,3316,BUS
SENT_800,Neutral,CP,Embraer ERJ-170,7609,F_CLASS
SENT_801,Satisfied,G4,Boeing 757,12481,ECO
SENT_802,Neutral,NK,Airbus A321,12534,ECO_P
SENT_803,Neutral,G7,British Aerospace Jetstream 41,10982,F_CLASS
SENT_804,Neutral,WN,Boeing 737,5678,F_CLASS
SENT_805,Neutral,B6,Embraer ERJ-190,9403,BUS
SENT_806,Neutral,YV,Canadair CRJ-700,12477,BUS
SENT_807,Neutral,NK,McDonnell Douglas MD-80,6793,ECO_P
SENT_808,Satisfied,AX,Boeing 767,1537,F_CLASS
SENT_809,Dissatisfied,YV,Embraer ERJ-170,12245,BUS
SENT_810,Neutral,KS,Airbus A320,12800,ECO
SENT_811,Satisfied,AX,Boeing 767,13772,ECO_P
SENT_812,Neutral,OH,Airbus A300,4942,ECO_P
SENT_813,Dissatisfied,CP,Embraer ERJ-170,11945,ECO
SENT_814,Neutral,WN,Boeing 737,7818,BUS
SENT_815,Satisfied,AS,Embraer ERJ-170,5691,BUS
SENT_816,Satisfied,QX,Canadair CRJ-700,6584,ECO
SENT_817,Satisfied,PT,Boeing 737,5629,F_CLASS
SENT_818,Dissatisfied,YV,Embraer ERJ-145,9753,ECO_P
SENT_819,Satisfied,G7,Embraer EMB-120 Brasilia,1544,ECO
SENT_820,Dissatisfied,DL,Airbus A320,11127,ECO_P
SENT_821,Dissatisfied,9E,Canadair CRJ-900,11159,ECO
SENT_822,Satisfied,F9,Airbus A319,8644,ECO_P
SENT_823,Satisfied,EM,Tupolev Tu-204,12125,ECO_P
SENT_824,Satisfied,QX,De Havilland Canada DHC-8 Dash 8,13115,BUS
SENT_825,Satisfied,G4,Airbus A319,6581,BUS
SENT_826,Dissatisfied,9K,Airbus A350 XWB,8802,BUS
SENT_827,Satisfied,NK,Airbus A319,996,F_CLASS
SENT_828,Satisfied,EV,ATR 42/72,8144,BUS
SENT_829,Neutral,OH,Boeing 757,12574,ECO
SENT_830,Dissatisfied,YV,Canadair CRJ-900,10774,F_CLASS
SENT_831,Neutral,YX,De Havilland Canada DHC-8 Dash 8,4396,F_CLASS
SENT_832,Neutral,NK,Airbus A320,13053,ECO_P
SENT_833,Satisfied,9E,Canadair CRJ-100 Series,14816,F_CLASS
SENT_834,Dissatisfied,DL,McDonnell Douglas MD-80,8198,ECO_P
